nombre_del_municipio,concentraci_n
CALOTO,12.084285714285715
GUACHENÉ,21.785714285714285
MIRANDA,6.069999999999999
POPAYÁN,13.506470588235295
SANTANDER DE QUILICHAO,13.161818181818179
VILLA RICA,19.22714285714286
