nombre_del_municipio,concentraci_n
BOGOTÁ. D.C.,20.52412887012317
CAJICÁ,18.260809654414338
COGUA,18.373550065019508
MOSQUERA,11.192631384583166
SIBATÉ,18.17035143769968
SOPÓ,15.324704378395653
TOCANCIPÁ,9.551748251748256
ZIPAQUIRÁ,19.134251644736842
