,fecha,autoridad_ambiental,nombre_de_la_estaci_n,tecnolog_a,latitud,longitud,c_digo_del_departamento,departamento,c_digo_del_municipio,nombre_del_municipio,tipo_de_estaci_n,tiempo_de_exposici_n,variable,unidades,concentraci_n,geocoded_column
63,24/06/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,14.1,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
64,25/06/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.57,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
65,26/06/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.25,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
66,20/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,8.33,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
67,21/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,8.77,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
68,22/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,7.02,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
69,23/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.21,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
70,24/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,6.58,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
71,25/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,7.89,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
72,26/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.53,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
73,27/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,7.46,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
74,28/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.09,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
75,29/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,7.02,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
76,30/07/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.53,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
77,17/08/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,12.78,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
