nombre_del_municipio,Agno,concentraci_n
BUCARAMANGA,2011,22.1320202020202
BUCARAMANGA,2018,11.955961957310848
FLORIDABLANCA,2018,11.410604118993131
GIRON,2018,13.83654767087506
