nombre_del_municipio,Agno,concentraci_n
NOBSA,2016,1.0
NOBSA,2017,16.03579916447471
NOBSA,2018,16.91409851018557
RÁQUIRA,2017,16.496010186757218
RÁQUIRA,2018,18.729189011420903
SOGAMOSO,2016,1.0
SOGAMOSO,2017,16.078656559877928
SOGAMOSO,2018,12.876392501912854
