,fecha,autoridad_ambiental,nombre_de_la_estaci_n,tecnolog_a,latitud,longitud,c_digo_del_departamento,departamento,c_digo_del_municipio,nombre_del_municipio,tipo_de_estaci_n,tiempo_de_exposici_n,variable,unidades,concentraci_n,geocoded_column
73,02/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,13.8,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
74,03/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,9.1,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
75,04/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,13.7,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
76,05/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,9.7,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
77,06/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,7.9,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
78,07/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,9,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
79,08/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,16.1,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
80,09/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,12.4,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
81,10/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,13.2,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
82,11/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,36.8,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
83,12/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,12,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
84,13/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,17,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
85,14/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,14.8,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
86,15/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,9.8,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
87,16/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,19.7,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
88,17/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,4.7,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
89,18/12/2017 12:00:00 a. m.,CORPORINOQUIA,Yopal-ITEY,Manual,5.324722,-72.385556,85,CASANARE,85001,YOPAL,Indicativa,24,PM2.5,µg/m3,14.8,"{'latitude': '5.324722', 'longitude': '-72.385556'}"
