nombre_del_municipio,Agno,concentraci_n
CIÉNAGA,2016,1.0
CIÉNAGA,2017,17.601227080394917
SANTA MARTA,2016,1.0
SANTA MARTA,2017,13.187386079118626
SANTA MARTA,2018,11.881846236776475
