nombre_del_municipio,Agno,concentraci_n
BARRANQUILLA,2016,1.0
BARRANQUILLA,2017,11.495371523453715
BARRANQUILLA,2018,13.090383224873419
MALAMBO,2017,15.854230674595145
MALAMBO,2018,19.06922578027051
SOLEDAD,2016,1.0
SOLEDAD,2017,20.44908042257333
SOLEDAD,2018,18.34183244873971
