,fecha,autoridad_ambiental,nombre_de_la_estaci_n,tecnolog_a,latitud,longitud,c_digo_del_departamento,departamento,c_digo_del_municipio,nombre_del_municipio,tipo_de_estaci_n,tiempo_de_exposici_n,variable,unidades,concentraci_n,geocoded_column
57,02/05/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,9.47,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
58,05/05/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,15.59,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
59,08/05/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,16.76,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
60,11/05/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,24.72,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
61,14/05/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,32.18,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
62,23/05/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,10.84,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
63,26/05/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,19.24,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
64,29/05/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,4.93,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
65,01/06/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,9.35,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
66,04/06/2013 12:00:00 a. m.,CORPOCESAR,ZM01 La Loma Centro,Manual,9.614167,-73.604444,20,CESAR,20250,EL PASO,Fija,24,PM2.5,µg/m3,21.79,"{'latitude': '9.614167', 'longitude': '-73.604444'}"
